age,category,country
68,Finance & Investments,United States of America
53,Technology,United States of America
89,Automotive,United States of America
84,Finance & Investments,United States of America
62,Finance & Investments,United States of America
60,Sports,United States of America
53,Sports,United States of America
90,Fashion & Retail,United States of America
69,Finance & Investments,United States of America
63,Manufacturing,United States of America
79,Finance & Investments,United States of America
62,Finance & Investments,United States of America
45,Food & Beverage,United States of America
65,Technology,United States of America
68,Media & Entertainment,United States of America
59,Media & Entertainment,United States of America
73,Fashion & Retail,United States of America
78,Finance & Investments,United States of America
77,Finance & Investments,United States of America
72,Real Estate,United States of America
47,Finance & Investments,United States of America
98,Finance & Investments,United States of America
64,Manufacturing,United States of America
76,Healthcare,United States of America
51,Technology,United States of America
80,Service,United States of America
85,Real Estate,United States of America
76,Energy,United States of America
59,Food & Beverage,United States of America
56,Technology,United States of America
60,Fashion & Retail,United States of America
84,Diversified,United States of America
32,Technology,United States of America
68,Food & Beverage,United States of America
72,Food & Beverage,United States of America
69,Food & Beverage,United States of America
62,Food & Beverage,United States of America
49,Healthcare,United States of America
49,Food & Beverage,United States of America
34,Technology,United States of America
56,Technology,United States of America
90,Gambling & Casinos,United States of America
72,Fashion & Retail,United States of America
71,Food & Beverage,United States of America
80,Energy,United States of America
62,Finance & Investments,United States of America
73,Media & Entertainment,United States of America
60,Finance & Investments,United States of America
63,Fashion & Retail,United States of America
51,Healthcare,United States of America
62,Manufacturing,United States of America
81,Food & Beverage,United States of America
98,Food & Beverage,United States of America
51,Media & Entertainment,United States of America
83,Media & Entertainment,United States of America
83,Real Estate,United States of America
30,Technology,United States of America
49,Finance & Investments,United States of America
31,Technology,United States of America
85,Healthcare,United States of America
63,Finance & Investments,United States of America
61,Real Estate,United States of America
66,Finance & Investments,United States of America
53,Food & Beverage,United States of America
75,Finance & Investments,United States of America
72,Telecom,United States of America
76,Sports,United States of America
65,Finance & Investments,United States of America
47,Finance & Investments,United States of America
45,Finance & Investments,United States of America
36,Metals & Mining,United States of America
81,Manufacturing,United States of America
65,Energy,United States of America
60,Technology,United States of America
36,Finance & Investments,United States of America
33,Finance & Investments,United States of America
64,Fashion & Retail,United States of America
88,Energy,United States of America
77,Healthcare,United States of America
54,Technology,United States of America
79,Finance & Investments,United States of America
60,Energy,United States of America
95,Healthcare,United States of America
74,Healthcare,United States of America
61,Technology,United States of America
51,Healthcare,United States of America
97,Food & Beverage,United States of America
27,Technology,United States of America
80,Automotive,United States of America
61,Technology,United States of America
64,Finance & Investments,United States of America
61,Diversified,United States of America
65,Diversified,United States of America
77,Healthcare,United States of America
42,Technology,United States of America
36,Finance & Investments,United States of America
76,Finance & Investments,United States of America
78,Finance & Investments,United States of America
56,Technology,United States of America
74,Fashion & Retail,United States of America
71,Finance & Investments,United States of America
68,Service,United States of America
75,Food & Beverage,United States of America
87,Diversified,United States of America
61,Media & Entertainment,United States of America
44,Fashion & Retail,United States of America
50,Technology,United States of America
62,Finance & Investments,United States of America
80,Finance & Investments,United States of America
74,Automotive,United States of America
60,Real Estate,United States of America
52,Finance & Investments,United States of America
80,Construction & Engineering,United States of America
48,Technology,United States of America
78,Sports,United States of America
57,Finance & Investments,United States of America
64,Finance & Investments,United States of America
64,Energy,United States of America
77,Sports,United States of America
43,Technology,United States of America
79,Food & Beverage,United States of America
57,Finance & Investments,United States of America
77,Technology,United States of America
88,Media & Entertainment,United States of America
100,Finance & Investments,United States of America
41,Fashion & Retail,United States of America
59,Finance & Investments,United States of America
61,Finance & Investments,United States of America
80,Real Estate,United States of America
73,Healthcare,United States of America
55,Healthcare,United States of America
72,Technology,United States of America
86,Sports,United States of America
63,Technology,United States of America
64,Finance & Investments,United States of America
79,Food & Beverage,United States of America
79,Gambling & Casinos,United States of America
59,Healthcare,United States of America
50,Finance & Investments,United States of America
42,Technology,United States of America
40,Technology,United States of America
76,Finance & Investments,United States of America
52,Healthcare,United States of America
77,Automotive,United States of America
59,Sports,United States of America
77,Healthcare,United States of America
58,Food & Beverage,United States of America
94,Diversified,United States of America
79,Finance & Investments,United States of America
72,Real Estate,United States of America
34,Fashion & Retail,United States of America
67,Fashion & Retail,United States of America
63,Finance & Investments,United States of America
75,Technology,United States of America
75,Real Estate,United States of America
59,Manufacturing,United States of America
70,Manufacturing,United States of America
82,Finance & Investments,United States of America
55,Finance & Investments,United States of America
65,Finance & Investments,United States of America
63,Construction & Engineering,United States of America
66,Finance & Investments,United States of America
77,Finance & Investments,United States of America
72,Finance & Investments,United States of America
66,Technology,United States of America
39,Technology,United States of America
76,Finance & Investments,United States of America
68,Healthcare,United States of America
72,Food & Beverage,United States of America
81,Energy,United States of America
73,Healthcare,United States of America
66,Sports,United States of America
76,Manufacturing,United States of America
62,Food & Beverage,United States of America
84,Finance & Investments,United States of America
72,Food & Beverage,United States of America
70,Food & Beverage,United States of America
67,Food & Beverage,United States of America
62,Media & Entertainment,United States of America
27,Automotive,United States of America
75,Energy,United States of America
52,Technology,United States of America
43,Food & Beverage,United States of America
66,Real Estate,United States of America
57,Technology,United States of America
48,Technology,United States of America
43,Technology,United States of America
62,Service,United States of America
57,Technology,United States of America
73,Finance & Investments,United States of America
66,Technology,United States of America
71,Sports,United States of America
36,Technology,United States of America
63,Technology,United States of America
60,Technology,United States of America
49,Technology,United States of America
69,Technology,United States of America
26,Finance & Investments,United States of America
48,Finance & Investments,United States of America
96,Manufacturing,United States of America
25,Finance & Investments,United States of America
93,Media & Entertainment,United States of America
53,Finance & Investments,United States of America
71,Energy,United States of America
39,Technology,United States of America
44,Finance & Investments,United States of America
54,Finance & Investments,United States of America
94,Fashion & Retail,United States of America
64,Finance & Investments,United States of America
66,Sports,United States of America
84,Healthcare,United States of America
47,Finance & Investments,United States of America
47,Technology,United States of America
34,Finance & Investments,United States of America
49,Fashion & Retail,United States of America
73,Energy,United States of America
54,Food & Beverage,United States of America
93,Finance & Investments,United States of America
64,Finance & Investments,United States of America
38,Technology,United States of America
68,Diversified,United States of America
94,Finance & Investments,United States of America
74,Telecom,United States of America
40,Technology,United States of America
49,Technology,United States of America
48,Technology,United States of America
68,Sports,United States of America
54,Technology,United States of America
55,Technology,United States of America
60,Technology,United States of America
81,Service,United States of America
77,Finance & Investments,United States of America
56,Service,United States of America
80,Fashion & Retail,United States of America
32,Finance & Investments,United States of America
52,Media & Entertainment,United States of America
63,Finance & Investments,United States of America
59,Fashion & Retail,United States of America
72,Diversified,United States of America
67,Manufacturing,United States of America
68,Media & Entertainment,United States of America
78,Logistics,United States of America
43,Real Estate,United States of America
56,Technology,United States of America
49,Finance & Investments,United States of America
84,Real Estate,United States of America
39,Media & Entertainment,United States of America
47,Technology,United States of America
62,Healthcare,United States of America
39,Technology,United States of America
86,Real Estate,United States of America
41,Media & Entertainment,United States of America
69,Diversified,United States of America
71,Service,United States of America
68,Technology,United States of America
67,Technology,United States of America
66,Finance & Investments,United States of America
63,Technology,United States of America
89,Healthcare,United States of America
40,Fashion & Retail,United States of America
65,Technology,United States of America
41,Media & Entertainment,United States of America
60,Technology,United States of America
66,Healthcare,United States of America
79,Finance & Investments,United States of America
65,Energy,United States of America
70,Energy,United States of America
37,Technology,United States of America
41,Real Estate,United States of America
85,Finance & Investments,United States of America
83,Fashion & Retail,United States of America
63,Finance & Investments,United States of America
68,Fashion & Retail,United States of America
65,Fashion & Retail,United States of America
64,Finance & Investments,United States of America
56,Finance & Investments,United States of America
67,Real Estate,United States of America
62,Finance & Investments,United States of America
74,Fashion & Retail,United States of America
53,Media & Entertainment,United States of America
50,Technology,United States of America
86,Manufacturing,United States of America
69,Finance & Investments,United States of America
40,Technology,United States of America
65,Food & Beverage,United States of America
69,Healthcare,United States of America
81,Finance & Investments,United States of America
29,Technology,United States of America
71,Diversified,United States of America
73,Diversified,United States of America
86,Diversified,United States of America
52,Automotive,United States of America
51,Fashion & Retail,United States of America
67,Finance & Investments,United States of America
71,Finance & Investments,United States of America
29,Technology,United States of America
78,Fashion & Retail,United States of America
81,Manufacturing,United States of America
59,Finance & Investments,United States of America
40,Media & Entertainment,United States of America
54,Technology,United States of America
61,Finance & Investments,United States of America
86,Finance & Investments,United States of America
60,Finance & Investments,United States of America
59,Construction & Engineering,United States of America
65,Technology,United States of America
62,Technology,United States of America
66,Energy,United States of America
72,Technology,United States of America
81,Real Estate,United States of America
82,Finance & Investments,United States of America
66,Technology,United States of America
82,Food & Beverage,United States of America
69,Finance & Investments,United States of America
55,Manufacturing,United States of America
78,Sports,United States of America
44,Technology,United States of America
88,Fashion & Retail,United States of America
49,Finance & Investments,United States of America
52,Media & Entertainment,United States of America
47,Finance & Investments,United States of America
58,Media & Entertainment,United States of America
55,Real Estate,United States of America
67,Technology,United States of America
57,Energy,United States of America
51,Technology,United States of America
67,Finance & Investments,United States of America
71,Real Estate,United States of America
78,Finance & Investments,United States of America
79,Food & Beverage,United States of America
77,Energy,Uruguay
44,Finance & Investments,Uruguay
58,Finance & Investments,Uruguay
53,Diversified,Vietnam
61,Manufacturing,Vietnam
51,Diversified,Vietnam
64,Real Estate,Vietnam
51,Finance & Investments,Vietnam
58,Food & Beverage,Vietnam
62,Automotive,Vietnam
